,BHK,SQUARE_FT,Target,State
6403,3,1459.034792,65.0,Uttar Pradesh
6404,1,600.0600059999999,20.0,Uttar Pradesh
6405,2,1100.244499,36.0,Jharkhand
6406,3,1391.176471,47.3,Rajasthan
6407,3,1350.016464,41.0,Gujrat
6408,3,1486.199575,70.0,Tamil Nadu
6409,1,500.0,21.0,Uttar Pradesh
6410,3,1064.875491,32.5,Gujrat
6411,3,1300.236407,55.0,Bihar
6412,3,1390.205371,44.0,Uttar Pradesh
6413,3,1990.166237,85.0,Rajasthan
6414,2,782.122905,28.0,Kerala
6415,2,1070.205479,50.0,Tamil Nadu
6416,3,1830.065359,56.0,Rajasthan
6417,2,1325.130147,56.0,Rajasthan
6418,3,1500.288517,52.0,Gujrat
6419,3,1790.227464,85.0,Uttar Pradesh
6420,3,1700.356718,71.5,Uttar Pradesh
6421,1,409.0471607,17.0,Uttar Pradesh
6422,3,1498.249125,59.9,Uttar Pradesh
6423,1,450.0310366000001,14.5,Maharashtra
6424,2,1395.224041,52.0,Madhya Pradesh
6425,2,1450.245426,65.0,Uttar Pradesh
6426,3,2325.218477,74.5,Gujrat
6427,4,1840.168244,70.0,Gujrat
6428,3,745.123822,34.0,Delhi NCR
6429,2,1338.825953,52.0,Delhi NCR
6430,3,1779.393173,56.3,Union Territory
6431,2,1299.929095,55.0,Tamil Nadu
6432,2,1240.234375,50.8,Uttar Pradesh
6433,3,1067.4157300000002,39.9,Gujrat
6434,2,1100.323625,34.0,Uttar Pradesh
6435,4,2135.12723,73.0,Rajasthan
6436,1,559.5084088,17.3,Madhya Pradesh
6437,3,1548.369416,56.5,Rajasthan
6438,3,644.6850393999999,26.2,Delhi NCR
6439,3,1400.233372,60.0,Andhra Pradesh
6440,2,1325.205407,50.0,Uttar Pradesh
6441,3,1764.217518,85.0,Uttar Pradesh
6442,3,1591.966691,65.0,Uttar Pradesh
6443,3,723.5570284,26.2,Delhi NCR
6444,3,1449.695564,50.0,Rajasthan
6445,2,948.6040609,29.9,Uttar Pradesh
6446,2,1172.180255,45.0,Assam
6447,3,1100.28293,35.0,Gujrat
6448,3,1158.185009,46.2,Uttar Pradesh
6449,3,1888.574127,60.0,Delhi NCR
6450,3,1588.08933,51.2,Uttar Pradesh
6451,2,1284.796574,60.0,Andhra Pradesh
6452,3,1360.869565,62.6,Jharkhand
6453,1,550.0,22.0,Uttar Pradesh
6454,3,1793.75,86.1,Uttar Pradesh
6455,2,1050.175029,36.0,Andhra Pradesh
6456,2,925.0834092,30.5,Uttar Pradesh
6457,3,1480.306635,56.0,Odisha
6458,3,1300.052002,50.0,Andhra Pradesh
6459,2,1015.228426,32.0,Uttar Pradesh
6460,3,1437.371663,49.0,Delhi NCR
6461,2,1200.0,42.0,Gujrat
6462,4,2541.589649,110.0,Uttar Pradesh
6463,3,1958.041958,70.0,Union Territory
6464,3,1840.101523,58.0,Union Territory
6465,3,1175.092066,35.1,Uttar Pradesh
6466,4,2666.666667,120.0,Uttar Pradesh
6467,3,1754.385965,65.0,Kerala
6468,3,1429.199648,65.0,Uttar Pradesh
6469,2,1328.125,42.5,Rajasthan
6470,3,1534.090909,45.9,Rajasthan
6471,3,1346.666667,60.6,Kerala
6472,3,1857.416007,68.0,Delhi NCR
6473,3,1600.0,60.0,Rajasthan
6474,2,766.0167131000001,33.0,Uttar Pradesh
6475,4,2371.695179,91.5,Uttarakhand
6476,3,1585.795609,58.5,Jharkhand
6477,2,1041.219407,48.5,Uttar Pradesh
6478,2,592.020592,23.0,Delhi NCR
6479,2,988.4057971,34.1,Uttar Pradesh
6480,3,1266.244585,38.0,Delhi NCR
6481,3,1404.02347,67.0,Uttar Pradesh
6482,3,1709.0620030000002,64.5,Odisha
6483,1,330.0765778,12.5,Madhya Pradesh
6484,3,1423.69727,45.9,Uttar Pradesh
6485,4,1475.304682,46.0,Uttar Pradesh
6486,3,1293.0,38.79,Uttar Pradesh
6487,3,1399.906673,60.0,Kerala
6488,2,1250.0,58.0,Uttar Pradesh
6489,2,780.2340702,24.0,Jharkhand
6490,2,1100.025582,43.0,karnataka
6491,2,1000.0,42.0,Uttar Pradesh
6492,1,610.1104009,21.0,Union Territory
6493,3,1827.777778,65.8,Madhya Pradesh
6494,2,1141.288645,39.5,karnataka
6495,3,2032.520325,70.0,Delhi NCR
6496,3,1285.0,51.4,Andhra Pradesh
6497,3,1600.333983,57.5,Uttar Pradesh
6498,3,1883.36737,83.0,Odisha
6499,3,1308.571429,45.8,Jharkhand
6500,2,1018.722467,37.0,Uttar Pradesh
6501,2,1250.0,37.9,Union Territory
6502,2,1200.0,42.0,Delhi NCR
6503,3,1091.803279,33.3,Uttar Pradesh
6504,3,1519.666269,51.0,Odisha
6505,2,764.5348837,26.3,Delhi NCR
6506,3,1250.0,46.0,Rajasthan
6507,2,924.0924092,28.0,Rajasthan
6508,2,1305.158484,42.0,Union Territory
6509,2,1337.223438,55.0,Uttar Pradesh
6510,3,1250.0,55.0,Jharkhand
6511,3,1579.20311,65.0,Uttarakhand
6512,3,1315.020456,45.0,Jharkhand
6513,2,900.1636661,33.0,Gujrat
6514,3,1539.965779,63.0,Kerala
6515,2,1024.983985,48.0,Uttar Pradesh
6516,1,550.0550055,25.0,Uttar Pradesh
6517,4,2250.512145,76.9,Union Territory
6518,3,1050.080775,39.0,Rajasthan
6519,4,2382.654277,100.0,Union Territory
6520,4,4000.0,180.0,Delhi NCR
6521,2,1260.151218,45.0,Union Territory
6522,3,1621.176471,68.9,Uttar Pradesh
6523,3,1475.237092,70.0,Uttar Pradesh
6524,3,645.0809465,25.9,Delhi NCR
6525,2,596.8367651000001,20.0,Gujrat
6526,2,1060.304838,32.0,Union Territory
6527,2,1239.157373,50.0,Odisha
6528,3,1639.3442619999998,51.0,Madhya Pradesh
6529,3,1428.571429,42.2,Uttar Pradesh
6530,1,800.0,24.0,Gujrat
6531,3,1264.231499,53.3,Tamil Nadu
6532,2,1072.041166,50.0,Uttar Pradesh
6533,2,1047.566676,38.1,Uttar Pradesh
6534,2,1000.0,35.0,Maharashtra
6535,2,1083.694565,32.5,Gujrat
6536,3,1356.36779,47.5,Uttar Pradesh
6537,2,850.1177086000001,32.5,Delhi NCR
6538,3,1895.444818,62.0,Union Territory
6539,2,1010.10101,32.0,Uttar Pradesh
6540,3,1500.258665,58.0,karnataka
6541,2,1086.012163,50.0,Rajasthan
6542,3,2200.430519,92.0,Uttar Pradesh
6543,2,950.0662837,43.0,karnataka
6544,2,750.0797957000001,23.5,Madhya Pradesh
6545,2,1050.175029,45.0,Kerala
6546,2,889.200561,31.7,Uttar Pradesh
6547,3,1749.883341,75.0,Odisha
6548,3,1600.0,72.0,Uttarakhand
6549,3,1609.822647,59.0,Union Territory
6550,3,1117.647059,39.9,Jharkhand
6551,2,1000.0,44.0,Andhra Pradesh
6552,2,1065.035123,47.0,Uttar Pradesh
6553,2,1300.0,45.5,Rajasthan
6554,1,464.0,14.5,Madhya Pradesh
6555,3,1365.001365,50.0,Uttar Pradesh
6556,3,1300.2022539999998,45.0,ChattishGarh
6557,3,1876.407305,75.0,Uttar Pradesh
6558,2,699.844479,27.0,Madhya Pradesh
6559,2,1225.114855,48.0,Uttar Pradesh
6560,3,1400.157027,53.5,Delhi NCR
6561,2,1248.2853220000002,45.5,Delhi NCR
6562,3,1288.627936,41.7,Uttar Pradesh
6563,3,1474.840949,51.0,Rajasthan
6564,3,1400.289715,58.0,Uttar Pradesh
6565,3,1400.0518539999998,54.0,Uttar Pradesh
6566,3,1705.131686,62.8,Union Territory
6567,2,1164.486382,54.3,Uttar Pradesh
6568,2,1290.159373,51.0,Maharashtra
6569,2,1100.244499,45.0,Andhra Pradesh
6570,3,1880.141011,80.0,Punjab
6571,2,959.8411297,43.5,karnataka
6572,3,1409.820126,58.0,Bihar
6573,2,935.2731591,31.5,Madhya Pradesh
6574,2,1325.145443,61.5,Uttar Pradesh
6575,3,1575.230853,58.0,Madhya Pradesh
6576,3,1400.258509,65.0,Madhya Pradesh
6577,5,2700.348432,93.0,Rajasthan
6578,2,1200.0,42.0,Gujrat
6579,2,1100.13471,49.0,Kerala
6580,2,1000.0,48.0,Maharashtra
6581,3,2000.0,70.0,Gujrat
6582,2,540.0328716,23.0,Delhi NCR
6583,3,1500.0,48.0,Odisha
6584,1,600.0600059999999,20.0,Uttar Pradesh
6585,3,1812.953238,72.5,Rajasthan
6586,2,1080.175303,41.9,Union Territory
6587,2,1313.62525,59.1,Uttar Pradesh
6588,3,1590.214067,52.0,Uttar Pradesh
6589,2,990.0990099,45.0,Uttar Pradesh
6590,3,2008.032129,75.0,Delhi NCR
6591,3,1503.436426,70.0,Odisha
6592,3,1600.0,70.0,Tamil Nadu
6593,2,910.2053325,29.7,Maharashtra
6594,3,1550.169109,55.0,Uttar Pradesh
6595,2,950.1689189,45.0,Uttar Pradesh
6596,2,984.1574652,41.0,Uttar Pradesh
6597,2,1049.180328,32.0,Rajasthan
6598,3,1820.250284,80.0,Uttar Pradesh
6599,2,1035.014314,47.0,Uttar Pradesh
6600,3,925.0693802,40.0,Jharkhand
6601,2,754.8309178999999,25.0,Madhya Pradesh
6602,4,2430.379747,96.0,Union Territory
6603,3,1445.652174,66.5,Uttar Pradesh
6604,2,850.2289078,26.0,Uttar Pradesh
6605,3,1992.204417,92.0,Gujrat
6606,2,825.1676122,32.0,Uttar Pradesh
6607,2,900.090009,40.0,Maharashtra
6608,3,1725.3439030000002,74.0,Uttar Pradesh
6609,2,1269.751693,45.0,Uttar Pradesh
6610,2,986.1932939,40.0,Uttar Pradesh
6611,2,1120.0,42.0,Andhra Pradesh
6612,3,1500.0,57.6,Rajasthan
6613,2,1098.807496,38.7,Rajasthan
6614,3,1285.077367,49.0,Uttar Pradesh
6615,2,1250.0,52.0,Kerala
6616,1,590.1044031,26.0,Uttar Pradesh
6617,3,1895.477931,70.0,Union Territory
6618,3,1499.863649,55.0,Rajasthan
6619,3,1575.0,69.3,Union Territory
6620,3,1703.9106149999998,54.9,Union Territory
6621,2,1323.076923,51.6,Uttarakhand
6622,3,1940.109658,92.0,Delhi NCR
6623,2,989.8904802,47.0,Uttar Pradesh
6624,3,1705.069124,62.9,Union Territory
6625,3,1590.151321,62.0,Delhi NCR
6626,3,1700.1020059999998,50.0,ChattishGarh
6627,2,1050.213325,32.0,Gujrat
6628,2,1000.0,34.0,Gujrat
6629,1,659.8482349,20.0,karnataka
6630,2,999.6722386,30.5,Gujrat
6631,2,1133.333333,40.8,Rajasthan
6632,3,1575.100806,62.5,Union Territory
6633,3,1047.711154,32.5,Madhya Pradesh
6634,2,1100.16044,48.0,Uttar Pradesh
6635,2,1150.121065,38.0,Uttar Pradesh
6636,2,1100.110011,40.0,Uttar Pradesh
6637,3,2000.0,80.0,Rajasthan
6638,3,1200.0,42.0,Jharkhand
6639,3,1549.966615,69.64,Union Territory
6640,3,1450.245426,65.0,Madhya Pradesh
6641,3,1460.047783,55.0,Union Territory
6642,2,1035.263669,32.0,Uttar Pradesh
6643,3,1400.055448,50.5,Delhi NCR
6644,2,1050.328228,33.6,Rajasthan
6645,3,1580.146873,62.4,Union Territory
6646,2,1240.265359,43.0,Tamil Nadu
6647,3,1754.9842600000002,66.9,Union Territory
6648,3,1040.118871,49.0,Kerala
6649,3,2029.215624,63.9,Delhi NCR
6650,4,2250.0,67.5,Andhra Pradesh
6651,3,1600.0,52.0,West Bengal
6652,2,1327.345309,39.9,Punjab
6653,2,709.375,22.7,West Bengal
6654,2,1205.0984939999998,52.0,Bihar
6655,3,1614.583333,77.5,Uttar Pradesh
6656,4,2238.137869,100.0,Uttar Pradesh
6657,3,1358.30712,47.5,Uttar Pradesh
6658,2,1095.156972,45.0,Rajasthan
6659,1,672.2418784,20.9,Gujrat
6660,3,2000.0,85.0,Jharkhand
6661,2,860.0917431,30.0,Maharashtra
6662,3,1825.37268,60.0,Gujrat
6663,3,1625.094482,64.5,Delhi NCR
6664,3,971.4285714,34.0,Kerala
6665,2,1069.047619,44.9,Uttar Pradesh
6666,3,1637.660485,57.4,Uttar Pradesh
6667,2,1082.251082,40.0,Uttar Pradesh
6668,3,1450.0,46.4,Gujrat
6669,2,1045.178692,31.0,Delhi NCR
6670,2,1095.322676,37.0,Uttar Pradesh
6671,3,1663.46769,52.0,Union Territory
6672,2,1000.0,36.0,Andhra Pradesh
6673,3,2039.72088,76.0,Delhi NCR
6674,2,805.1784022999999,25.5,Madhya Pradesh
6675,2,807.9719903,30.0,Uttar Pradesh
6676,3,1695.269987,81.0,Uttar Pradesh
6677,2,1178.054527,35.0,Gujrat
6678,2,1195.355191,35.0,Kerala
6679,4,2456.93307,87.0,Uttar Pradesh
6680,3,1539.82825,52.0,Rajasthan
6681,3,1440.092166,50.0,Uttar Pradesh
6682,3,1500.272777,55.0,karnataka
6683,2,1298.701299,52.0,Uttar Pradesh
6684,2,1119.512195,45.9,Union Territory
6685,2,927.7504105,33.9,karnataka
6686,2,1150.2838359999998,38.5,Uttar Pradesh
6687,3,1557.197592,56.9,Union Territory
6688,3,1980.0,79.2,Rajasthan
6689,4,2360.346184,90.0,Delhi NCR
6690,2,664.0507093,22.0,Uttar Pradesh
6691,2,1000.0,33.0,Maharashtra
6692,3,1931.09197,69.5,Delhi NCR
6693,2,1098.666667,41.2,Delhi NCR
6694,2,1013.824885,33.0,Delhi NCR
6695,2,1100.101626,43.3,Andhra Pradesh
6696,4,2325.581395,100.0,Gujrat
6697,3,1380.28169,53.9,Union Territory
6698,3,1160.092807,35.0,Kerala
6699,1,610.0660905,24.0,Union Territory
6700,3,1660.280971,65.0,Gujrat
6701,1,800.0,26.4,Uttar Pradesh
6702,3,1458.837772,48.2,Union Territory
6703,2,840.0537634,25.0,Uttar Pradesh
6704,2,950.2515372,34.0,Assam
6705,2,1450.209475,45.0,Andhra Pradesh
6706,1,414.0786749,14.0,Delhi NCR
6707,2,1162.855549,41.7,Uttar Pradesh
6708,2,1202.086641,53.0,Uttar Pradesh
6709,2,890.052356,42.5,Uttar Pradesh
6710,3,1861.356932,63.1,Delhi NCR
6711,3,1474.820144,45.1,Uttar Pradesh
6712,2,1200.087279,55.0,Gujrat
6713,3,1789.473684,68.0,Union Territory
6714,2,1175.1538890000002,42.0,Andhra Pradesh
6715,3,1622.187336,62.0,Uttar Pradesh
6716,2,1269.990593,40.5,Union Territory
6717,4,3000.0,96.0,Union Territory
6718,3,1625.1354279999998,75.0,Delhi NCR
6719,3,2015.237159,82.0,Uttar Pradesh
6720,3,1000.0,42.5,Delhi NCR
6721,3,1659.125189,55.0,Rajasthan
6722,3,1445.02145,64.0,Union Territory
6723,3,1724.952741,73.0,Uttar Pradesh
6724,2,1480.191554,68.0,Uttarakhand
6725,2,1133.884298,34.3,Maharashtra
6726,3,1676.094699,80.0,Tamil Nadu
6727,2,889.7569444000001,41.0,Uttar Pradesh
6728,3,1400.0,49.0,Maharashtra
6729,3,1300.108342,60.0,Rajasthan
6730,3,1265.022138,40.0,Delhi NCR
6731,2,1200.213847,44.9,Union Territory
6732,2,1099.830795,52.0,Maharashtra
6733,3,1510.067114,45.0,Andhra Pradesh
6734,2,1000.0,29.5,Maharashtra
6735,3,1954.761905,82.1,Odisha
6736,1,650.1182033,22.0,Kerala
6737,3,1794.258373,75.0,Uttarakhand
6738,3,1070.038911,44.0,Uttar Pradesh
6739,3,1420.047733,59.5,Odisha
6740,2,1150.012778,45.0,Delhi NCR
6741,1,700.152207,23.0,Union Territory
6742,3,1780.104712,85.0,Punjab
6743,2,1123.333333,33.7,Andhra Pradesh
6744,3,1000.0,30.0,Assam
6745,2,750.0,22.8,Uttar Pradesh
6746,2,1052.307692,34.2,karnataka
6747,2,950.0113097,42.0,Uttar Pradesh
6748,3,1350.078493,43.0,Uttar Pradesh
6749,3,1613.531273,66.3,Jharkhand
6750,4,2326.122354,100.0,Union Territory
6751,3,1659.7164300000002,59.7,Delhi NCR
6752,2,913.7983552,30.0,Madhya Pradesh
6753,2,949.754902,31.0,Madhya Pradesh
6754,3,1700.1545600000002,55.0,Uttar Pradesh
6755,2,925.0693802,30.0,Maharashtra
6756,2,1350.135014,60.0,Uttar Pradesh
6757,3,1689.655172,53.9,Union Territory
6758,3,1546.391753,51.0,Rajasthan
6759,2,614.0106056,22.0,Bihar
6760,2,1230.138391,48.0,Gujrat
6761,2,591.9395466,23.5,Delhi NCR
6762,4,2090.492554,73.0,Union Territory
6763,3,1462.056841,49.9,Union Territory
6764,4,1532.912534,68.0,Uttar Pradesh
6765,2,749.6940024,24.5,Rajasthan
6766,3,1380.145278,57.0,Delhi NCR
6767,3,2137.259558,90.0,Delhi NCR
6768,2,1000.0,32.0,Rajasthan
6769,2,744.9714428,30.0,Uttar Pradesh
6770,3,1701.837985,75.0,Kerala
6771,3,1580.066849,52.0,Delhi NCR
6772,2,1289.2470130000002,46.4,Rajasthan
6773,3,1760.082023,51.5,Gujrat
6774,1,560.0416775,21.5,Maharashtra
6775,2,600.0600059999999,20.0,Uttar Pradesh
6776,3,1908.665105,65.2,Union Territory
6777,3,1800.0,57.6,Maharashtra
6778,3,2575.7130260000004,87.6,Madhya Pradesh
6779,3,1900.337838,90.0,Uttar Pradesh
6780,1,490.0759618,20.0,Uttar Pradesh
6781,1,700.1166861,24.0,Gujrat
6782,3,1726.47258,51.0,Delhi NCR
6783,3,1505.32654,65.0,Uttar Pradesh
6784,3,1553.852703,73.0,Uttar Pradesh
6785,3,1474.193548,45.7,Rajasthan
6786,1,587.4630784,17.9,Uttar Pradesh
6787,2,1172.208014,55.0,Uttar Pradesh
6788,2,1020.176831,45.0,Maharashtra
6789,4,2852.128126,130.0,Madhya Pradesh
6790,2,1067.140952,48.0,Uttar Pradesh
6791,3,1744.5414850000002,79.9,Delhi NCR
6792,2,1170.242407,42.0,Andhra Pradesh
6793,4,2888.888889,130.0,Kerala
6794,3,1655.359566,61.0,Madhya Pradesh
6795,3,1300.108342,48.0,Andhra Pradesh
6796,3,1659.622429,58.9,Delhi NCR
6797,2,1300.108342,48.0,Delhi NCR
6798,3,745.049505,30.1,Delhi NCR
6799,3,1481.578947,56.3,Bihar
6800,3,2324.5984780000003,110.0,Delhi NCR
6801,3,1460.09085,45.0,ChattishGarh
6802,3,1893.603547,89.7,Delhi NCR
6803,3,1474.201474,60.0,Kerala
6804,3,1575.230853,58.0,Gujrat
6805,2,626.8081003,26.0,Uttar Pradesh
6806,3,1220.173536,45.0,Uttar Pradesh
6807,1,825.0355619,29.0,Rajasthan
6808,3,1714.77565,60.0,Gujrat
6809,3,1100.244499,45.0,Uttar Pradesh
6810,3,1346.194171,64.2,Jharkhand
6811,2,430.597771,17.0,Uttar Pradesh
6812,3,1534.285714,53.7,West Bengal
6813,3,1445.270988,68.0,Uttar Pradesh
6814,3,1350.135014,60.0,Rajasthan
6815,3,1400.203666,55.0,Gujrat
6816,3,1750.0,70.0,Uttar Pradesh
6817,3,1910.509273,64.9,Union Territory
6818,2,1149.905917,55.0,Uttar Pradesh
6819,2,1389.210465,60.0,Gujrat
6820,2,1150.0,46.0,Uttar Pradesh
6821,2,1150.070126,41.0,Gujrat
6822,2,1175.141243,52.0,Uttar Pradesh
6823,4,2050.580998,60.0,Punjab
6824,2,1100.110011,40.0,karnataka
6825,2,1199.82548,55.0,Uttar Pradesh
6826,3,1853.24826,63.9,Union Territory
6827,2,1215.158158,38.8,Gujrat
6828,2,750.1071582000001,35.0,Uttar Pradesh
6829,3,1748.93617,82.2,Gujrat
6830,3,1375.079331,65.0,Uttar Pradesh
6831,3,1510.204082,62.9,Odisha
6832,2,939.7247271,39.6,Rajasthan
6833,3,1269.681742,37.9,Union Territory
6834,2,942.0496717,33.0,Uttar Pradesh
6835,2,593.1471349999999,20.6,Delhi NCR
6836,4,3043.478261,140.0,Uttar Pradesh
6837,2,750.0,33.0,Maharashtra
6838,2,930.2325581,36.0,Delhi NCR
6839,3,1680.107527,50.0,Gujrat
6840,4,3157.894737,150.0,Uttar Pradesh
6841,2,985.0011193,44.0,Uttar Pradesh
6842,2,947.4017744,29.9,Uttar Pradesh
6843,2,1250.0,55.0,Gujrat
6844,3,1704.918033,52.0,Uttar Pradesh
6845,2,1215.201061,55.0,Kerala
6846,3,1530.10279,52.1,Delhi NCR
6847,2,950.1187648,32.0,Gujrat
6848,1,652.173913,19.8,Maharashtra
6849,3,1849.710983,80.0,Uttarakhand
6850,1,610.0660905,24.0,Union Territory
6851,2,1034.870641,46.0,Uttar Pradesh
6852,2,1172.180255,45.0,Uttar Pradesh
6853,3,1550.151976,51.0,Madhya Pradesh
6854,2,1037.790698,35.7,Jharkhand
6855,2,1299.234136,47.5,Uttar Pradesh
6856,2,500.0,15.0,Tamil Nadu
6857,3,2630.949534,110.0,Gujrat
6858,2,1050.098447,48.0,Andhra Pradesh
6859,4,242500.0,9700.0,Jharkhand
6860,2,1120.186698,48.0,Tamil Nadu
6861,2,775.1937984,26.0,Andhra Pradesh
6862,1,680.0870510999999,25.0,Rajasthan
6863,3,2150.065818,98.0,Uttarakhand
6864,2,1168.571429,40.9,Andhra Pradesh
6865,2,1000.0,35.0,Madhya Pradesh
6866,3,1850.424056,72.0,Gujrat
6867,3,1449.695564,50.0,Uttar Pradesh
6868,3,1895.229983,89.0,Delhi NCR
6869,2,569.9608611000001,23.3,Delhi NCR
6870,2,863.1578947,32.8,Rajasthan
6871,2,1285.160039,53.0,Uttar Pradesh
6872,2,800.0,25.0,Rajasthan
6873,2,1100.0,38.5,Odisha
6874,3,1500.288517,52.0,Andhra Pradesh
6875,3,1825.922422,57.9,Union Territory
6876,3,1299.85229,44.0,Assam
6877,3,1979.530123,85.1,Madhya Pradesh
6878,3,1393.229167,42.8,Uttar Pradesh
6879,2,1370.16094,63.0,Rajasthan
6880,3,1661.979033,65.0,Uttar Pradesh
6881,2,850.19056,29.0,Uttar Pradesh
6882,3,1250.0,59.0,Uttar Pradesh
6883,3,1813.817018,68.0,Uttarakhand
6884,2,1150.180743,35.0,Gujrat
6885,3,1673.398731,58.0,Union Territory
6886,3,1500.0,54.0,Delhi NCR
6887,2,950.1689189,45.0,Uttar Pradesh
6888,1,300.0,9.0,Gujrat
6889,3,1430.472389,43.0,Uttar Pradesh
6890,2,1150.146382,55.0,Andhra Pradesh
6891,2,1030.135301,33.5,Uttar Pradesh
6892,3,1599.01599,65.0,Kerala
6893,2,600.117096,20.5,Madhya Pradesh
6894,3,2032.176122,72.0,Delhi NCR
6895,2,995.1269556,38.8,Odisha
6896,2,740.0555042000001,24.0,karnataka
6897,2,1082.113304,51.0,Uttar Pradesh
6898,3,2173.913043,100.0,Uttar Pradesh
6899,2,1310.200419,43.8,Union Territory
6900,4,1500.890359,59.0,Gujrat
6901,2,1049.790042,35.0,Uttar Pradesh
6902,2,1190.0714039999998,35.0,Maharashtra
6903,3,2030.573248,79.7,Delhi NCR
6904,3,1719.931691,70.5,Rajasthan
6905,2,915.0915092,30.5,Uttar Pradesh
6906,3,1981.287837,72.0,Uttar Pradesh
6907,3,1476.101218,63.0,Uttar Pradesh
6908,3,1540.0,53.9,Uttar Pradesh
6909,3,1500.0,60.0,Andhra Pradesh
6910,3,1869.965478,65.0,Delhi NCR
6911,3,2100.375857,95.0,Uttar Pradesh
6912,2,1050.286442,33.0,Andhra Pradesh
6913,1,584.9268841,26.0,Uttar Pradesh
6914,4,1195.177718,57.5,Madhya Pradesh
6915,2,1100.110011,40.0,Andhra Pradesh
6916,1,800.0,32.0,Kerala
6917,2,550.012791,21.5,Kerala
6918,2,940.0,32.9,Madhya Pradesh
6919,3,1350.0,54.0,Kerala
6920,2,1175.184477,43.0,Odisha
6921,3,1360.355358,49.0,Jharkhand
6922,1,587.0307167000001,17.2,Uttar Pradesh
6923,3,1280.081925,50.0,Uttar Pradesh
6924,2,1049.790042,35.0,Andhra Pradesh
6925,4,2250.58784,67.0,Delhi NCR
6926,2,1060.284762,35.0,Uttar Pradesh
6927,2,925.0243427,38.0,Uttar Pradesh
6928,3,2619.047619,110.0,Rajasthan
6929,2,1248.387097,38.7,Rajasthan
6930,4,229832.9356,9630.0,Union Territory
6931,2,1050.213325,32.0,Uttar Pradesh
6932,2,950.2515372,34.0,Maharashtra
6933,2,829.8755187,28.0,Uttar Pradesh
6934,2,899.9357189,42.0,Maharashtra
6935,3,1369.25589,58.7,Union Territory
6936,3,1380.065717,63.0,Gujrat
6937,2,1290.322581,50.0,Gujrat
6938,2,1286.046512,55.3,Odisha
6939,2,1162.718204,37.3,Uttar Pradesh
6940,4,4623.513871,210.0,Gujrat
6941,3,1650.084931,68.0,Odisha
6942,4,2388.888889,86.0,Delhi NCR
6943,2,500.0,23.0,Gujrat
6944,2,1245.18233,42.0,Odisha
6945,3,1700.294718,75.0,Uttar Pradesh
6946,3,825.3664755,25.9,Kerala
6947,1,450.0,18.0,Uttar Pradesh
6948,2,1070.25247,39.0,Uttar Pradesh
6949,3,1643.429249,55.4,Delhi NCR
6950,3,1412.5,45.2,West Bengal
6951,2,1250.0,47.0,Uttar Pradesh
6952,4,1550.160866,53.0,Rajasthan
6953,2,980.1053248,33.5,Uttar Pradesh
6954,3,1365.291262,45.0,Uttar Pradesh
6955,2,1266.666667,38.0,karnataka
6956,2,1041.041041,31.2,Maharashtra
6957,2,1248.5907550000002,44.3,Delhi NCR
6958,3,1356.132075,46.0,Uttar Pradesh
6959,2,990.0990099,45.0,karnataka
6960,3,1534.117647,65.2,karnataka
6961,2,669.9679581,23.0,Maharashtra
6962,3,1629.828087,73.0,Gujrat
6963,2,1052.104208,42.0,Gujrat
6964,1,599.7258396000001,17.5,Maharashtra
6965,2,1000.0,35.0,Uttar Pradesh
6966,3,1433.389545,51.0,Gujrat
6967,3,1845.370665,58.0,Union Territory
6968,3,1549.138124,69.2,Union Territory
6969,2,1040.967092,31.0,Uttar Pradesh
6970,3,1395.089286,50.0,Union Territory
6971,2,1298.157454,62.0,Uttar Pradesh
6972,2,1063.100137,31.0,Maharashtra
6973,3,1700.02742,62.0,Gujrat
6974,2,1150.218542,50.0,Uttar Pradesh
6975,3,1860.465116,72.0,Union Territory
6976,2,515.58753,21.5,Maharashtra
6977,2,1050.119332,44.0,Uttar Pradesh
6978,2,1050.286442,33.0,Odisha
6979,3,1454.627336,64.6,Jharkhand
6980,2,162500.0,7800.0,Uttar Pradesh
6981,3,1650.165017,65.0,Gujrat
6982,3,1315.068493,48.0,Uttar Pradesh
6983,2,1050.144395,40.0,Rajasthan
6984,2,1130.125928,35.0,Rajasthan
6985,2,1119.512195,45.9,Union Territory
6986,2,942.0496717,33.0,Uttar Pradesh
6987,3,1775.675676,65.7,West Bengal
6988,2,830.0567934,38.0,Uttar Pradesh
6989,2,1261.937244,37.0,Madhya Pradesh
6990,2,850.0137099,31.0,Uttar Pradesh
6991,2,930.0411523,33.9,Delhi NCR
6992,3,1800.08471,85.0,Uttar Pradesh
6993,3,1235.350016,39.0,Uttar Pradesh
6994,3,1099.8030199999998,33.5,Kerala
6995,2,1155.167031,37.0,Union Territory
6996,3,1290.171241,55.0,Jharkhand
6997,2,852.0790729,25.0,Madhya Pradesh
6998,3,1750.164078,80.0,Gujrat
6999,2,1250.0,43.5,Uttar Pradesh
7000,4,2170.186716,70.9,Union Territory
7001,3,1420.765027,52.0,Bihar
7002,2,1060.284762,35.0,karnataka
7003,2,1150.234742,49.0,Uttar Pradesh
7004,2,1100.208147,37.0,Gujrat
7005,2,966.8335419,30.9,Andhra Pradesh
7006,3,1099.908341,36.0,Uttar Pradesh
7007,2,1249.099207,52.0,Uttar Pradesh
7008,2,940.0826446,36.4,Assam
7009,2,1149.755677,40.0,Uttar Pradesh
7010,3,1695.378726,62.0,Uttar Pradesh
7011,3,1980.495124,79.2,Rajasthan
